;;gen-17;feb-17;mar-17;apr-17;mag-17;giu-17;lug-17;ago-17;set-17;ott-17;nov-17;dic-17;gen-18;feb-18;mar-18;apr-18;mag-18;giu-18;lug-18
1;05:42;5,15;0,39;3,04;7,3;0,29;0,25;2,45;5,39;3,14;0,29;0,44;6,67;7,65;5,25;6,23;4,31;4,80;3,24;2,11
1;05:48;5,2;0,39;2,94;7,4;0,29;0,25;2,25;5,34;3,14;0,29;0,44;6,67;7,79;5,29;6,27;4,36;4,85;3,19;2,16
1;05:54;5,2;0,39;2,89;7,25;0,29;0,25;2,45;5,29;3,14;0,29;0,44;6,81;7,94;5,34;6,27;4,31;4,85;3,33;2,25
1;06:00;5,39;0,39;2,84;7,4;0,29;0,25;2,84;5,29;3,14;0,29;0,39;6,91;7,99;5,49;6,27;4,31;4,95;3,38;2,25
1;06:06;5,39;0,39;2,84;7,55;0,29;0,25;2,89;5,25;3,19;0,29;0,44;6,96;7,89;5,49;6,27;4,26;4,90;3,33;2,35
1;06:12;5,34;0,39;2,94;7,6;0,29;0,25;2,75;5,29;3,19;0,29;0,44;6,96;7,94;5,59;6,27;4,26;4,90;3,38;2,5
1;06:18;5,39;0,39;3,09;7,65;0,29;0,25;2,55;5,25;3,19;0,29;0,44;6,86;7,99;5,64;6,27;4,31;4,95;3,33;2,6
1;06:24;5,34;0,39;3,24;5,34;0,29;0,25;2,35;5,2;3,14;0,29;0,39;6,76;7,99;5,59;6,32;4,31;4,95;3,48;2,6
1;06:30;5,49;0,39;3,33;4,9;0,29;0,25;2,35;5,2;3,04;0,29;0,44;6,52;8,09;5,69;6,37;4,41;5,00;3,33;2,6
1;06:36;5,34;0,39;3,28;7,35;0,29;0,25;2,75;5,2;3,09;0,29;0,39;6,52;8,14;5,69;6,42;4,46;5,00;3,33;2,65
1;06:42;5,25;0,39;3,38;7,65;0,29;0,25;2,89;5,2;3,09;0,29;0,39;6,47;8,14;5,78;6,47;4,51;5,00;3,38;2,65
1;06:48;5,25;0,39;3,38;7,45;0,29;0,25;2,75;5,29;3,14;0,29;0,39;6,42;8,04;5,83;6,52;4,46;5,05;3,38;2,7
1;06:54;5,39;0,39;3,43;7,11;0,29;0,25;2,55;5,39;3,19;0,29;0,44;6,32;8,09;5,83;6,57;4,51;5,05;3,38;2,75
1;07:00;5,44;0,39;3,38;7,25;0,29;0,25;2,35;5,44;3,24;0,29;0,39;6,27;8,14;5,88;6,62;4,56;5,05;3,28;2,75
1;07:06;5,49;0,39;3,38;7,7;0,29;0,25;2,4;5,49;3,24;0,29;0,39;6,13;8,14;5,88;6,67;4,56;5,05;3,48;2,75
1;07:12;5,59;0,39;3,43;7,75;0,29;0,25;2,79;5,44;3,19;0,29;0,39;5,83;8,09;5,83;6,62;4,56;5,10;3,33;2,84
1;07:18;5,54;0,34;3,43;7,7;0,29;0,25;2,94;5,39;3,28;0,29;0,39;5,74;8,14;5,88;6,72;4,61;5,10;3,38;2,79
1;07:24;5,64;0,39;3,48;7,5;0,29;0,25;2,79;5,44;3,24;0,29;0,39;5,59;8,19;5,98;6,81;4,71;5,10;3,24;2,84
1;07:30;5,64;0,39;3,48;7,6;0,29;0,25;2,55;5,59;3,14;0,29;0,39;5,54;8,24;5,93;6,86;4,75;5,00;3,33;2,84
1;07:36;5,64;0,39;4,02;7,65;0,29;0,25;2,4;5,54;3,19;0,29;0,39;5,39;8,19;6,08;6,96;4,8;5,00;3,28;2,84
1;07:42;5,64;0,39;3,68;7,3;0,29;0,25;2,21;5,59;3,09;0,29;0,39;5,34;8,04;6,08;7,01;4,8;5,10;3,09;2,84
1;07:48;5,64;0,39;3,58;7,21;0,29;0,25;2,5;5,59;3,14;0,29;0,39;5,29;7,75;6,13;7,06;4,8;5,10;2,94;2,79
1;07:54;5,64;0,39;3,73;7,6;0,29;0,25;2,89;5,54;3,14;0,29;0,39;5,2;7,94;6,18;7,11;4,75;5,05;2,94;2,79
1;08:00;5,59;0,39;3,82;7,6;0,29;0,25;2,89;5,54;3,14;0,29;0,39;5,15;7,79;6,13;7,16;4,75;5,10;3,09;2,79
1;08:06;5,59;0,39;3,82;7,3;0,29;0,25;2,75;5,44;3,09;0,29;0,39;5,05;7,45;6,13;7,25;4,71;5,15;2,94;2,79
1;08:12;5,78;0,39;3,82;7,01;0,29;0,25;2,45;5,49;3,09;0,29;0,39;4,9;6,91;6,23;7,3;4,66;5,10;2,79;2,84
1;08:18;5,78;0,39;3,92;7,25;0,29;0,25;2,25;5,44;2,99;0,29;0,39;4,85;6,42;6,27;7,5;4,71;5,05;2,89;2,89
1;08:24;5,78;0,39;3,68;7,55;0,29;0,25;2,6;5,39;3,04;0,29;0,39;4,8;5,83;6,23;7,6;4,71;5,10;2,7;2,84
1;08:30;5,78;0,39;3,53;7,55;0,29;0,25;2,89;5,39;3,04;0,29;0,39;4,75;5,49;6,23;7,7;4,71;5,15;2,55;2,84
1;08:36;5,69;0,39;3,33;7,55;0,29;0,25;2,84;5,39;2,99;0,29;0,39;4,75;5,2;6,18;7,75;4,61;5,15;2,6;2,84
1;08:42;5,74;0,39;3,24;7,21;0,29;0,25;2,6;5,39;2,94;0,29;0,39;5,25;4,61;6,13;7,79;4,56;5,10;2,45;2,84
1;08:48;5,83;0,39;3,38;7,06;0,29;0,25;2,4;5,39;2,84;0,29;0,39;6,42;4,75;6,03;7,84;4,51;5,05;2,06;2,84
1;08:54;5,88;0,39;3,43;6,42;0,29;0,25;2,3;5,39;2,84;0,29;0,39;7,01;4,61;6,13;7,84;4,46;5,05;1,81;2,79
1;09:00;5,93;0,39;3,28;6,03;0,29;0,25;2,55;5,29;2,75;0,29;0,39;6,96;4,31;6,13;7,84;4,46;5,00;1,76;2,75
1;09:06;5,93;0,39;2,89;6,37;0,29;0,25;2,84;5,1;2,79;0,29;0,49;6,91;3,97;6,13;7,79;4,41;4,90;1,86;2,75
1;09:12;5,98;0,39;2,6;5,93;0,29;0,25;2,7;5;2,79;0,29;0,78;6,91;3,77;6,13;7,7;4,31;4,85;2,01;2,79
1;09:18;6,03;0,39;2,3;6,03;0,29;0,25;2,45;5,05;2,79;0,29;1,32;6,81;3,48;6,08;7,55;4,17;4,85;1,91;2,75
1;09:24;6,08;0,39;2,11;6,03;0,29;0,25;2,25;5;2,7;0,29;1,62;6,76;3,43;5,98;7,45;4,02;4,71;1,67;2,6
1;09:30;6,08;0,39;1,86;5,98;0,29;0,25;2,5;4,9;2,6;0,29;1,96;6,72;3,58;5,93;7,45;3,87;4,61;1,62;2,5
1;09:36;6,08;0,39;1,47;5,64;0,29;0,25;2,75;4,75;2,5;0,29;2,21;6,57;3,87;5,88;7,5;3,77;4,56;1,57;2,45
1;09:42;6,03;0,39;1,08;4,71;0,29;0,25;2,79;4,66;2,5;0,29;2,35;6,57;3,97;5,88;7,35;3,58;4,51;1,72;2,35
1;09:48;5,98;0,39;0,88;4,02;0,29;0,25;2,5;4,61;2,55;0,29;2,35;6,57;4,17;5,83;7,25;3,28;4,46;1,62;2,4
1;09:54;6,03;0,39;0,93;3,73;0,29;0,25;2,21;4,75;2,5;0,29;2,3;6,47;4,17;5,74;7,25;3,14;4,41;1,37;2,4
1;10:00;6,08;0,39;0,93;3,38;0,29;0,25;2,25;4,61;2,45;0,29;2,4;6,42;3,77;5,69;7,21;2,89;4,26;1,18;2,4
1;10:06;6,03;0,39;1,52;3,09;0,29;0,25;2,45;4,51;2,3;0,29;2,6;6,32;3,82;5,64;7,01;2,79;4,26;1,13;2,4
1;10:12;6,08;0,39;2,6;3,28;0,29;0,25;2,6;4,56;2,45;0,29;2,7;6,37;3,68;5,54;7,11;2,5;4,17;1,08;2,3
1;10:18;6,13;0,39;2,79;3,19;0,29;0,25;2,79;4,56;2,89;0,29;2,89;6,32;3,53;5,49;7,11;2,21;4,12;1,23;2,21
1;10:24;6,18;0,39;2,7;3,04;0,29;0,25;2,55;4,61;2,99;0,29;3,14;6,23;3,38;5,44;7,06;2,11;3,97;1,47;2,16
1;10:30;6,23;0,39;2,5;2,84;0,29;0,25;2,11;4,22;2,89;0,29;3,33;6,27;3,43;5,44;7,01;1,91;3,77;1,47;2,11
1;10:36;6,08;0,39;2,5;2,89;0,29;0,25;1,81;4,22;2,84;0,29;3,33;6,23;3,28;5,39;6,96;1,76;3,53;1,08;1,76
1;10:42;5,98;0,39;1,96;2,89;0,29;0,25;1,81;4,17;2,84;0,29;3,48;6,08;3,58;5,34;6,96;1,81;3,43;0,98;1,62
1;10:48;5,93;0,39;0,93;2,84;0,29;0,25;1,67;4,12;2,7;0,29;3,58;6,08;3,14;5,2;6,81;1,76;3,14;1,18;1,57
1;10:54;5,98;0,39;0,49;2,75;0,29;0,25;1,67;4,31;2,6;0,29;3,48;5,98;3,53;5;6,72;1,47;3,19;0,93;1,37
1;11:00;5,83;0,39;0,44;2,89;0,29;0,25;1,72;4,36;2,6;0,29;3,53;5,83;3,68;4,75;6,81;1,03;2,89;0,64;1,47
1;11:06;5,83;0,39;0,44;2,75;0,29;0,25;1,81;4,26;2,55;0,29;3,53;5,74;3,48;4,51;6,81;0,83;2,99;0,78;1,42
1;11:12;5,78;0,39;0,39;2,84;0,29;0,25;1,72;4,22;2,55;0,29;3,48;5,69;3,19;4,26;6,72;0,78;2,65;0,93;1,42
1;11:18;5,69;0,39;2,21;2,94;0,29;0,25;1,72;4,22;2,45;0,29;3,53;5,69;3,28;4,02;6,72;0,78;2,50;0,78;1,27
1;11:24;5,69;0,39;2,7;2,84;0,29;0,25;1,62;4,26;2,25;0,29;3,48;5,64;3,19;3,92;6,67;0,74;2,40;0,83;1,23
1;11:30;5,54;0,39;2,75;2,7;0,29;0,25;1,47;4,31;2,5;0,29;3,48;5,59;2,84;3,68;6,72;0,74;2,45;0,64;1,13
1;11:36;5,44;0,39;2,65;2,7;0,29;0,25;1,47;4,22;2,84;0,29;3,43;5,49;3,33;3,53;6,67;0,59;2,25;0,59;1,03
1;11:42;5,34;0,39;2,5;2,79;0,29;0,25;1,37;4,12;2,79;0,29;3,43;5,44;2,79;3,33;6,47;0,59;2,21;0,69;0,88
1;11:48;5,15;0,39;2,3;2,75;0,29;0,25;1,27;4,07;2,75;0,29;3,43;5,39;2,55;3,28;6,52;0,54;2,35;0,78;0,83
1;11:54;5,15;0,39;2,3;2,84;0,29;0,25;1,23;3,97;2,65;0,29;3,43;5,39;2,55;3,14;6,47;0,54;2,40;0,83;0,83
1;12:00;4,9;0,39;2,3;2,79;0,29;0,25;1,13;3,97;2,25;0,29;3,38;5,44;2,55;3,04;6,52;0,54;2,21;0,78;0,83
1;12:06;4,71;0,39;2,3;2,99;0,29;0,25;1,08;3,87;2,35;0,29;3,28;5,29;2,55;2,99;6,37;0,54;2,01;0,74;0,83
1;12:12;4,56;0,44;2,4;2,89;0,29;0,25;1,03;3,77;2,65;0,29;3,24;5,15;2,7;2,89;6,37;0,54;2,01;0,93;0,83
1;12:18;4,41;0,39;2,4;2,89;0,29;0,25;0,98;3,58;2,89;0,29;3,19;5,05;2,84;2,99;6,42;0,54;1,86;0,88;0,88
1;12:24;4,41;0,39;2,4;2,89;0,29;0,25;0,93;3,77;2,7;0,29;3,09;5;2,75;2,94;6,42;0,54;1,91;0,74;0,74
1;12:30;4,17;0,39;2,5;2,94;0,29;0,25;0,88;3,97;2,45;0,29;3,04;5;3,14;2,99;6,37;0,54;2,01;0,64;0,69
1;12:36;3,92;0,39;2,55;2,84;0,29;0,25;0,83;4,02;2,16;0,29;2,99;4,85;3,14;2,89;6,42;0,54;2,21;0,64;0,74
1;12:42;3,77;0,39;2,5;2,84;0,29;0,25;0,78;3,97;2,35;0,29;2,89;4,8;3,33;2,94;6,37;0,54;2,11;0,74;0,78
1;12:48;3,63;0,39;2,5;2,79;0,29;0,25;0,74;3,92;2,65;0,29;2,84;4,71;3,73;2,94;6,27;0,54;2,11;0,93;0,74
1;12:54;3,38;0,39;2,6;2,79;0,29;0,25;0,69;3,97;2,79;0,29;2,79;4,75;3,87;2,89;6,23;0,54;2,01;0,93;0,88
1;13:00;3,43;0,39;2,55;2,89;0,34;0,25;0,64;4,02;2,6;0,29;2,7;4,71;5,1;2,89;6,18;0,54;2,06;0,93;0,83
1;13:06;3,38;0,39;2,4;2,94;0,29;0,25;0,64;4,02;2,4;0,29;2,6;4,71;6,86;2,94;6,23;0,54;2,01;1,13;0,83
1;13:12;3,33;0,39;2,25;2,84;0,29;0,25;0,64;4,02;2,25;0,29;2,5;4,66;7,35;2,89;6,18;0,54;2,01;1,27;0,78
1;13:18;2,99;0,39;2,3;2,75;0,29;0,25;0,54;3,92;2,4;0,29;2,45;4,66;7,5;2,89;6,13;0,54;1,86;1,13;0,74
1;13:24;2,84;0,39;2,35;2,75;0,29;0,25;0,54;3,97;2,6;0,29;2,35;4,46;7,6;2,94;6,18;0,59;1,67;0,78;0,74
1;13:30;2,84;0,34;2,4;2,84;0,29;0,25;0,54;4,02;2,79;0,29;2,3;4,61;7,65;2,99;6,18;0,59;1,62;0,69;0,74
1;13:36;2,65;0,39;2,4;2,84;0,29;0,25;0,49;4,07;2,65;0,29;2,21;4,51;7,55;3,09;6,13;0,54;1,62;0,74;0,64
1;13:42;2,65;0,39;2,4;2,75;0,29;0,25;0,49;4,66;2,45;0,29;2,16;4,56;7,65;3,09;6,13;0,54;1,57;0,69;0,69
1;13:48;2,3;0,39;2,45;2,75;0,29;0,25;0,44;4,22;2,21;0,29;2,06;4,56;7,84;3,14;6,08;0,59;1,62;0,59;0,74
1;13:54;2,16;0,39;2,5;2,75;0,29;0,25;0,39;4,22;2,3;0,29;1,96;4,56;7,94;3,09;6,13;0,54;1,72;0,59;0,74
1;14:00;2,01;0,39;2,45;2,75;0,29;0,25;0,39;4,26;2,55;0,29;1,91;4,41;8,04;3,14;6,13;0,54;1,72;0,74;0,74
1;14:06;1,81;0,39;2,5;2,79;0,29;0,25;0,39;4,36;2,7;0,29;1,86;4,22;8,19;3,19;6,08;0,59;1,72;0,98;0,78
1;14:12;1,96;0,39;2,5;2,89;0,29;0,25;0,34;4,41;2,65;0,29;1,76;4,26;8,28;3,09;6,08;0,64;1,62;1,08;0,69
1;14:18;1,76;0,59;2,45;2,75;0,29;0,25;0,34;4,31;2,79;0,29;1,72;4,26;8,24;2,99;6,08;0,64;1,52;0,93;0,64
1;14:24;1,67;0,39;2,35;2,75;0,29;0,25;0,34;4,46;2,5;0,29;1,67;4,31;8,28;2,89;6,03;0,69;1,62;0,64;0,64
1;14:30;1,76;0,39;2,25;2,79;0,29;0,25;0,34;4,41;2,35;0,29;1,62;4,31;8,33;2,75;5,98;0,64;1,57;0,54;0,64
1;14:36;1,67;0,39;2,01;2,7;0,29;0,25;0,44;4,56;2,3;0,29;1,57;4,26;8,38;2,6;5,98;0,59;1,52;0,74;0,64
1;14:42;1,47;0,39;1,86;2,79;0,29;0,25;0,44;4,56;2,25;0,29;1,52;4,26;8,43;2,6;5,93;0,59;1,62;0,74;0,59
1;14:48;1,37;0,39;1,57;2,75;0,29;0,25;0,44;4,46;2,35;0,29;1,42;4,31;8,53;2,55;5,98;0,64;1,76;0,88;0,59
1;14:54;1,47;0,39;1,76;2,65;0,29;0,25;0,39;4,46;2,55;0,29;1,37;4,26;8,48;2,45;6,03;0,64;1,91;1,03;0,54
1;15:00;1,32;0,39;2,06;2,6;0,29;0,25;0,44;4,46;2,65;0,29;1,32;4,26;8,53;3,33;6,08;0,69;2,01;1,03;0,59
1;15:06;1,42;0,39;2,21;2,65;0,29;0,25;0,39;4,51;2,79;0,29;1,27;4,17;8,58;2,35;6,08;0,69;2,06;1,18;0,64
1;15:12;1,37;0,39;2,21;2,7;0,29;0,25;0,44;4,46;2,75;0,29;1,27;4,31;8,58;2,3;5,98;0,69;2,11;1,47;0,64
1;15:18;1,37;0,39;0,49;2,6;0,29;0,25;0,44;4,46;2,55;0,29;1,23;4,07;8,58;2,3;6,08;0,64;2,21;1,42;0,69
1;15:24;1,37;0,39;0,74;2,7;0,29;0,25;0,39;4,41;2,25;0,29;1,23;4,02;8,63;2,35;5,98;0,74;2,11;1,13;0,64
1;15:30;1,37;0,39;2,3;2,6;0,29;0,25;0,44;4,26;2,4;0,29;1,23;3,97;8,68;2,3;5,93;0,78;2,06;1,13;0,69
1;15:36;1,27;0,39;2,35;2,65;0,29;0,25;0,39;4,26;2,65;0,29;1,18;3,97;8,63;2,3;5,93;0,78;2,16;1,47;0,69
1;15:42;1,32;0,39;2,35;2,75;0,29;0,25;0,39;4,26;2,75;0,29;1,18;3,92;8,68;2,3;5,93;0,83;2,25;1,76;0,64
1;15:48;1,32;0,39;2,4;2,7;0,29;0,25;0,39;4,22;2,6;0,29;1,13;3,92;8,68;2,21;6,08;0,78;2,30;1,76;0,59
1;15:54;1,32;0,39;2,3;2,65;0,29;0,25;0,44;4,26;2,5;0,29;1,13;3,92;8,43;2,21;5,93;0,74;2,30;1,67;0,64
1;16:00;1,42;0,39;2,4;2,65;0,29;0,25;0,44;4,26;2,4;0,29;1,13;4,02;8,68;2,21;5,88;0,69;2,35;1,18;0,59
1;16:06;1,32;0,39;2,3;2,6;0,29;0,25;0,39;4,26;2,3;0,29;1,08;4,07;6,13;2,25;5,88;0,78;2,40;0,88;0,59
1;16:12;1,23;0,39;2,3;2,6;0,29;0,25;0,34;4,31;2,3;0,29;1,08;4,36;5,59;2,25;5,88;0,83;2,45;0,93;0,59
1;16:18;1,18;0,39;2,35;2,55;0,29;0,25;0,34;4,22;2,4;0,29;1,08;4,66;4,61;2,25;5,83;0,83;2,55;1,23;0,59
1;16:24;1,18;0,39;2,35;2,5;0,29;0,25;0,34;4,17;2,6;0,29;1,08;4,85;3,92;2,3;5,83;0,83;2,40;1,08;0,64
1;16:30;1,27;0,39;2,4;2,45;0,29;0,25;0,34;4,22;2,75;0,29;1,08;5;3,58;2,3;5,83;0,93;2,40;0,98;0,59
1;16:36;1,18;0,39;2,45;2,4;0,29;0,25;0,34;4,31;2,6;0,29;1,08;5;3,14;2,3;5,78;0,88;2,55;0,83;0,64
1;16:42;1,23;0,39;2,4;2,5;0,29;0,25;0,29;4,31;2,4;0,29;1,03;4,9;2,99;2,3;5,83;0,93;2,50;0,93;0,69
